"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ABVUJCZ2","journalArticle","2020","Liu, Hanwen; Xiang, Qing-San; Tam, Roger; Dvorak, Adam V.; MacKay, Alex L.; Kolind, Shannon H.; Traboulsee, Anthony; Vavasour, Irene M.; Li, David K. B.; Kramer, John K.; Laule, Cornelia","Myelin water imaging data analysis in less than one minute","NeuroImage","","1053-8119","10.1016/j.neuroimage.2020.116551","https://www.sciencedirect.com/science/article/pii/S1053811920300380","Purpose Based on a deep learning neural network (NN) algorithm, a super fast and easy to implement data analysis method was proposed for myelin water imaging (MWI) to calculate the myelin water fraction (MWF). Methods A NN was constructed and trained on MWI data acquired by a 32-echo 3D gradient and spin echo (GRASE) sequence. Ground truth labels were created by regularized non-negative least squares (NNLS) with stimulated echo corrections. Voxel-wise GRASE data from 5 brains (4 healthy, 1 multiple sclerosis (MS)) were used for NN training. The trained NN was tested on 2 healthy brains, 1 MS brain with segmented lesions, 1 healthy spinal cord, and 1 healthy brain acquired from a different scanner. Results Production of whole brain MWF maps in approximately 33 ​s can be achieved by a trained NN without graphics card acceleration. For all testing regions, no visual differences between NN and NNLS MWF maps were observed, and no obvious regional biases were found. Quantitatively, all voxels exhibited excellent agreement between NN and NNLS (all R2>0.98, p ​< ​0.001, mean absolute error <0.01). Conclusion The time for accurate MWF calculation can be dramatically reduced to less than 1 ​min by the proposed NN, addressing one of the barriers facing future clinical feasibility of MWI.","2020-04-15","2023-01-31 00:52:53","2023-01-31 00:53:13","2023-01-31 00:52:52","116551","","","210","","NeuroImage","","","","","","","","en","","","","","ScienceDirect","","","","/Users/mgdwyer/Zotero/storage/T8NFG79X/Liu et al. - 2020 - Myelin water imaging data analysis in less than on.pdf; /Users/mgdwyer/Zotero/storage/HX9NUPGG/S1053811920300380.html","","NAIMS-AIMS member","Deep learning; Multiple sclerosis; Myelin water fraction; Myelin water imaging; Neural network; Quantitative MRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LBX55QSY","journalArticle","2020","Barquero, Germán; La Rosa, Francesco; Kebiri, Hamza; Lu, Po-Jui; Rahmanzadeh, Reza; Weigel, Matthias; Fartaria, Mário João; Kober, Tobias; Théaudin, Marie; Du Pasquier, Renaud; Sati, Pascal; Reich, Daniel S.; Absinta, Martina; Granziera, Cristina; Maggi, Pietro; Bach Cuadra, Meritxell","RimNet: A deep 3D multimodal MRI architecture for paramagnetic rim lesion assessment in multiple sclerosis","NeuroImage: Clinical","","2213-1582","10.1016/j.nicl.2020.102412","https://www.sciencedirect.com/science/article/pii/S2213158220302497","Objectives In multiple sclerosis (MS), the presence of a paramagnetic rim at the edge of non-gadolinium-enhancing lesions indicates perilesional chronic inflammation. Patients featuring a higher paramagnetic rim lesion burden tend to have more aggressive disease. The objective of this study was to develop and evaluate a convolutional neural network (CNN) architecture (RimNet) for automated detection of paramagnetic rim lesions in MS employing multiple magnetic resonance (MR) imaging contrasts. Materials and methods Imaging data were acquired at 3 Tesla on three different scanners from two different centers, totaling 124 MS patients, and studied retrospectively. Paramagnetic rim lesion detection was independently assessed by two expert raters on T2*-phase images, yielding 462 rim-positive (rim+) and 4857 rim-negative (rim-) lesions. RimNet was designed using 3D patches centered on candidate lesions in 3D-EPI phase and 3D FLAIR as input to two network branches. The interconnection of branches at both the first network blocks and the last fully connected layers favors the extraction of low and high-level multimodal features, respectively. RimNet’s performance was quantitatively evaluated against experts’ evaluation from both lesion-wise and patient-wise perspectives. For the latter, patients were categorized based on a clinically relevant threshold of 4 rim+ lesions per patient. The individual prediction capabilities of the images were also explored and compared (DeLong test) by testing a CNN trained with one image as input (unimodal). Results The unimodal exploration showed the superior performance of 3D-EPI phase and 3D-EPI magnitude images in the rim+/- classification task (AUC = 0.913 and 0.901), compared to the 3D FLAIR (AUC = 0.855, Ps < 0.0001). The proposed multimodal RimNet prototype clearly outperformed the best unimodal approach (AUC = 0.943, P < 0.0001). The sensitivity and specificity achieved by RimNet (70.6% and 94.9%, respectively) are comparable to those of experts at the lesion level. In the patient-wise analysis, RimNet performed with an accuracy of 89.5% and a Dice coefficient (or F1 score) of 83.5%. Conclusions The proposed prototype showed promising performance, supporting the usage of RimNet for speeding up and standardizing the paramagnetic rim lesions analysis in MS.","2020-01-01","2023-01-31 01:32:47","2023-01-31 01:32:47","2023-01-31 01:32:47","102412","","","28","","NeuroImage: Clinical","RimNet","","","","","","","en","","","","","ScienceDirect","","","","/Users/mgdwyer/Zotero/storage/X7ABXKKF/Barquero et al. - 2020 - RimNet A deep 3D multimodal MRI architecture for .pdf; /Users/mgdwyer/Zotero/storage/KJVLCF96/S2213158220302497.html","","","Deep learning; Multimodal network; Multiple sclerosis; Paramagnetic rim lesions; Supervised classification; Susceptibility-based MRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USBN23K7","journalArticle","2020","Al-Louzi, Omar; Roy, Snehashis; Osuorah, Ikesinachi; Parvathaneni, Prasanna; Smith, Bryan R.; Ohayon, Joan; Sati, Pascal; Pham, Dzung L.; Jacobson, Steven; Nath, Avindra; Reich, Daniel S.; Cortese, Irene","Progressive multifocal leukoencephalopathy lesion and brain parenchymal segmentation from MRI using serial deep convolutional neural networks","NeuroImage: Clinical","","2213-1582","10.1016/j.nicl.2020.102499","https://www.sciencedirect.com/science/article/pii/S2213158220303363","Progressive multifocal leukoencephalopathy (PML) is a rare opportunistic brain infection caused by the JC virus and associated with substantial morbidity and mortality. Accurate MRI assessment of PML lesion burden and brain parenchymal atrophy is of decisive value in monitoring the disease course and response to therapy. However, there are currently no validated automatic methods for quantification of PML lesion burden or associated parenchymal volume loss. Furthermore, manual brain or lesion delineations can be tedious, require the use of valuable time resources by radiologists or trained experts, and are often subjective. In this work, we introduce JCnet (named after the causative viral agent), an end-to-end, fully automated method for brain parenchymal and lesion segmentation in PML using consecutive 3D patch-based convolutional neural networks. The network architecture consists of multi-view feature pyramid networks with hierarchical residual learning blocks containing embedded batch normalization and nonlinear activation functions. The feature maps across the bottom-up and top-down pathways of the feature pyramids are merged, and an output probability membership generated through convolutional pathways, thus rendering the method fully convolutional. Our results show that this approach outperforms and improves longitudinal consistency compared to conventional, state-of-the-art methods of healthy brain and multiple sclerosis lesion segmentation, utilized here as comparators given the lack of available methods validated for use in PML. The ability to produce robust and accurate automated measures of brain atrophy and lesion segmentation in PML is not only valuable clinically but holds promise toward including standardized quantitative MRI measures in clinical trials of targeted therapies. Code is available at: https://github.com/omarallouz/JCnet.","2020-01-01","2023-01-31 01:36:31","2023-01-31 01:36:47","2023-01-31 01:36:31","102499","","","28","","NeuroImage: Clinical","","","","","","","","en","","","","","ScienceDirect","","","","/Users/mgdwyer/Zotero/storage/29VBC994/Al-Louzi et al. - 2020 - Progressive multifocal leukoencephalopathy lesion .pdf; /Users/mgdwyer/Zotero/storage/JMUIK7MB/S2213158220303363.html","","NAIMS-AIMS member","Brain parenchymal fraction; Convolutional neural networks; Deep learning; Lesion segmentation; Magnetic resonance imaging; Progressive multifocal leukoencephalopathy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJLG42F5","journalArticle","2022","Zhang, Hang; Nguyen, Thanh D.; Zhang, Jinwei; Marcille, Melanie; Spincemaille, Pascal; Wang, Yi; Gauthier, Susan A.; Sweeney, Elizabeth M.","QSMRim-Net: Imbalance-aware learning for identification of chronic active multiple sclerosis lesions on quantitative susceptibility maps","NeuroImage: Clinical","","2213-1582","10.1016/j.nicl.2022.102979","https://www.sciencedirect.com/science/article/pii/S2213158222000444","Background and Purpose Chronic active multiple sclerosis (MS) lesions are characterized by a paramagnetic rim at the edge of the lesion and are associated with increased disability in patients. Quantitative susceptibility mapping (QSM) is an MRI technique that is sensitive to chronic active lesions, termed rim + lesions on the QSM. We present QSMRim-Net, a data imbalance-aware deep neural network that fuses lesion-level radiomic and convolutional image features for automated identification of rim + lesions on QSM. Methods QSM and T2-weighted-Fluid-Attenuated Inversion Recovery (T2-FLAIR) MRI of the brain were collected at 3 T for 172 MS patients. Rim + lesions were manually annotated by two human experts, followed by consensus from a third expert, for a total of 177 rim + and 3986 rim negative (rim−) lesions. Our automated rim + detection algorithm, QSMRim-Net, consists of a two-branch feature extraction network and a synthetic minority oversampling network to classify rim + lesions. The first network branch is for image feature extraction from the QSM and T2-FLAIR, and the second network branch is a fully connected network for QSM lesion-level radiomic feature extraction. The oversampling network is designed to increase classification performance with imbalanced data. Results On a lesion-level, in a five-fold cross validation framework, the proposed QSMRim-Net detected rim + lesions with a partial area under the receiver operating characteristic curve (pROC AUC) of 0.760, where clinically relevant false positive rates of less than 0.1 were considered. The method attained an area under the precision recall curve (PR AUC) of 0.704. QSMRim-Net out-performed other state-of-the-art methods applied to the QSM on both pROC AUC and PR AUC. On a subject-level, comparing the predicted rim + lesion count and the human expert annotated count, QSMRim-Net achieved the lowest mean square error of 0.98 and the highest correlation of 0.89 (95% CI: 0.86, 0.92). Conclusion This study develops a novel automated deep neural network for rim + MS lesion identification using T2-FLAIR and QSM images.","2022-01-01","2023-01-31 01:42:00","2023-01-31 01:42:13","2023-01-31 01:42:00","102979","","","34","","NeuroImage: Clinical","QSMRim-Net","","","","","","","en","","","","","ScienceDirect","","","","/Users/mgdwyer/Zotero/storage/X3X7TNRD/Zhang et al. - 2022 - QSMRim-Net Imbalance-aware learning for identific.pdf; /Users/mgdwyer/Zotero/storage/5QHJAPZK/S2213158222000444.html","","NAIMS-AIMS member","Chronic active lesions; Convolutional neural network; Multiple sclerosis; Quantitative susceptibility mapping; Radiomic features","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCLMRQQA","journalArticle","2019","Sreekumari, A.; Shanbhag, D.; Yeo, D.; Foo, T.; Pilitsis, J.; Polzin, J.; Patil, U.; Coblentz, A.; Kapadia, A.; Khinda, J.; Boutet, A.; Port, J.; Hancu, I.","A Deep Learning–Based Approach to Reduce Rescan and Recall Rates in Clinical MRI Examinations","American Journal of Neuroradiology","","0195-6108, 1936-959X","10.3174/ajnr.A5926","http://www.ajnr.org/content/40/2/217","BACKGROUND AND PURPOSE: MR imaging rescans and recalls can create large hospital revenue loss. The purpose of this study was to develop a fast, automated method for assessing rescan need in motion-corrupted brain series. MATERIALS AND METHODS: A deep learning–based approach was developed, outputting a probability for a series to be clinically useful. Comparison of this per-series probability with a threshold, which can depend on scan indication and reading radiologist, determines whether a series needs to be rescanned. The deep learning classification performance was compared with that of 4 technologists and 5 radiologists in 49 test series with low and moderate motion artifacts. These series were assumed to be scanned for 2 scan indications: screening for multiple sclerosis and stroke. RESULTS: The image-quality rating was found to be scan indication– and reading radiologist–dependent. Of the 49 test datasets, technologists created a mean ratio of rescans/recalls of (4.7 ± 5.1)/(9.5 ± 6.8) for MS and (8.6 ± 7.7)/(1.6 ± 1.9) for stroke. With thresholds adapted for scan indication and reading radiologist, deep learning created a rescan/recall ratio of (7.3 ± 2.2)/(3.2 ± 2.5) for MS, and (3.6 ± 1.5)/(2.8 ± 1.6) for stroke. Due to the large variability in the technologists' assessments, it was only the decrease in the recall rate for MS, for which the deep learning algorithm was trained, that was statistically significant (P = .03). CONCLUSIONS: Fast, automated deep learning–based image-quality rating can decrease rescan and recall rates, while rendering them technologist-independent. It was estimated that decreasing rescans and recalls from the technologists' values to the values of deep learning could save hospitals $24,000/scanner/year.","2019-02-01","2023-01-31 01:43:12","2023-01-31 01:43:12","2023-01-31 01:43:12","217-223","","2","40","","","","","","","","","","en","© 2019 by American Journal of Neuroradiology","","","","www.ajnr.org","","Publisher: American Journal of Neuroradiology Section: Adult Brain PMID: 30606726","","/Users/mgdwyer/Zotero/storage/NTZSPKB6/Sreekumari et al. - 2019 - A Deep Learning–Based Approach to Reduce Rescan an.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/30606726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EBTBI2RL","journalArticle","2021","Voigt, Isabel; Inojosa, Hernan; Dillenseger, Anja; Haase, Rocco; Akgün, Katja; Ziemssen, Tjalf","Digital Twins for Multiple Sclerosis","Frontiers in Immunology","","1664-3224","","https://www.frontiersin.org/articles/10.3389/fimmu.2021.669811","An individualized innovative disease management is of great importance for people with multiple sclerosis (pwMS) to cope with the complexity of this chronic, multidimensional disease. However, an individual state of the art strategy, with precise adjustment to the patient’s characteristics, is still far from being part of the everyday care of pwMS. The development of digital twins could decisively advance the necessary implementation of an individualized innovative management of MS. Through artificial intelligence-based analysis of several disease parameters – including clinical and para-clinical outcomes, multi-omics, biomarkers, patient-related data, information about the patient’s life circumstances and plans, and medical procedures – a digital twin paired to the patient’s characteristic can be created, enabling healthcare professionals to handle large amounts of patient data. This can contribute to a more personalized and effective care by integrating data from multiple sources in a standardized manner, implementing individualized clinical pathways, supporting physician-patient communication and facilitating a shared decision-making. With a clear display of pre-analyzed patient data on a dashboard, patient participation and individualized clinical decisions as well as the prediction of disease progression and treatment simulation could become possible. In this review, we focus on the advantages, challenges and practical aspects of digital twins in the management of MS. We discuss the use of digital twins for MS as a revolutionary tool to improve diagnosis, monitoring and therapy refining patients’ well-being, saving economic costs, and enabling prevention of disease progression. Digital twins will help make precision medicine and patient-centered care a reality in everyday life.","2021","2023-02-01 20:26:26","2023-02-01 20:26:26","2023-02-01 20:26:26","","","","12","","","","","","","","","","","","","","","Frontiers","","","","/Users/mgdwyer/Zotero/storage/9BG54RJI/Voigt et al. - 2021 - Digital Twins for Multiple Sclerosis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9GEDMYX","journalArticle","2022","Chen, Yutong; Schönlieb, Carola-Bibiane; Liò, Pietro; Leiner, Tim; Dragotti, Pier Luigi; Wang, Ge; Rueckert, Daniel; Firmin, David; Yang, Guang","AI-Based Reconstruction for Fast MRI—A Systematic Review and Meta-Analysis","Proceedings of the IEEE","","1558-2256","10.1109/JPROC.2022.3141367","","Compressed sensing (CS) has been playing a key role in accelerating the magnetic resonance imaging (MRI) acquisition process. With the resurgence of artificial intelligence, deep neural networks and CS algorithms are being integrated to redefine the state of the art of fast MRI. The past several years have witnessed substantial growth in the complexity, diversity, and performance of deep-learning-based CS techniques that are dedicated to fast MRI. In this meta-analysis, we systematically review the deep-learning-based CS techniques for fast MRI, describe key model designs, highlight breakthroughs, and discuss promising directions. We have also introduced a comprehensive analysis framework and a classification system to assess the pivotal role of deep learning in CS-based acceleration for MRI.","2022-02","2023-02-02 19:38:01","2023-02-02 19:38:01","","224-245","","2","110","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: Proceedings of the IEEE","","/Users/mgdwyer/Zotero/storage/89435XC2/9703109.html; /Users/mgdwyer/Zotero/storage/AWQ4XJ2N/Chen et al. - 2022 - AI-Based Reconstruction for Fast MRI—A Systematic .pdf","","","Artificial intelligence; Complexity theory; Compressed sensing; Compressed sensing (CS); deep learning; Deep learning; Magnetic resonance imaging; magnetic resonance imaging (MRI); neural network; Neural networks; Systematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YVFN5HCQ","journalArticle","2020","Mongan, John; Moy, Linda; Kahn, Charles                             E.","Checklist for Artificial Intelligence in Medical Imaging (CLAIM): A                     Guide for Authors and Reviewers","Radiology: Artificial Intelligence","","","10.1148/ryai.2020200029","http://pubs.rsna.org/doi/full/10.1148/ryai.2020200029","","2020-03","2023-02-02 19:47:24","2023-02-02 19:47:24","2023-02-02 19:47:24","e200029","","2","2","","","Checklist for Artificial Intelligence in Medical Imaging (CLAIM)","","","","","","","","","","","","pubs-rsna-org.gate.lib.buffalo.edu (Atypon)","","Publisher: Radiological Society of North America","","/Users/mgdwyer/Zotero/storage/432D274S/Mongan et al. - 2020 - Checklist for Artificial Intelligence in Medical I.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JF77XLPA","journalArticle","2018","Gong, Enhao; Pauly, John M.; Wintermark, Max; Zaharchuk, Greg","Deep learning enables reduced gadolinium dose for contrast-enhanced brain MRI","Journal of Magnetic Resonance Imaging","","1522-2586","10.1002/jmri.25970","http://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.25970","Background There are concerns over gadolinium deposition from gadolinium-based contrast agents (GBCA) administration. Purpose To reduce gadolinium dose in contrast-enhanced brain MRI using a deep learning method. Study type Retrospective, crossover. Population Sixty patients receiving clinically indicated contrast-enhanced brain MRI. Sequence 3D T1-weighted inversion-recovery prepped fast-spoiled-gradient-echo (IR-FSPGR) imaging was acquired at both 1.5T and 3T. In 60 brain MRI exams, the IR-FSPGR sequence was obtained under three conditions: precontrast, postcontrast images with 10% low-dose (0.01mmol/kg) and 100% full-dose (0.1 mmol/kg) of gadobenate dimeglumine. We trained a deep learning model using the first 10 cases (with mixed indications) to approximate full-dose images from the precontrast and low-dose images. Synthesized full-dose images were created using the trained model in two test sets: 20 patients with mixed indications and 30 patients with glioma. Assessment For both test sets, low-dose, true full-dose, and the synthesized full-dose postcontrast image sets were compared quantitatively using peak-signal-to-noise-ratios (PSNR) and structural-similarity-index (SSIM). For the test set comprised of 20 patients with mixed indications, two neuroradiologists scored blindly and independently for the three postcontrast image sets, evaluating image quality, motion-artifact suppression, and contrast enhancement compared with precontrast images. Statistical Analysis Results were assessed using paired t-tests and noninferiority tests. Results The proposed deep learning method yielded significant (n = 50, P < 0.001) improvements over the low-dose images (>5 dB PSNR gains and >11.0% SSIM). Ratings on image quality (n = 20, P = 0.003) and contrast enhancement (n = 20, P < 0.001) were significantly increased. Compared to true full-dose images, the synthesized full-dose images have a slight but not significant reduction in image quality (n = 20, P = 0.083) and contrast enhancement (n = 20, P = 0.068). Slightly better (n = 20, P = 0.039) motion-artifact suppression was noted in the synthesized images. The noninferiority test rejects the inferiority of the synthesized to true full-dose images for image quality (95% CI: –14–9%), artifacts suppression (95% CI: –5–20%), and contrast enhancement (95% CI: –13–6%). Data Conclusion With the proposed deep learning method, gadolinium dose can be reduced 10-fold while preserving contrast information and avoiding significant image quality degradation. Level of Evidence: 3 Technical Efficacy: Stage 5 J. MAGN. RESON. IMAGING 2018;48:330–340.","2018","2023-02-02 20:23:55","2023-02-02 20:23:55","2023-02-02 20:23:55","330-340","","2","48","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/jmri.25970","","/Users/mgdwyer/Zotero/storage/UXFQ9FS9/Gong et al. - 2018 - Deep learning enables reduced gadolinium dose for .pdf; /Users/mgdwyer/Zotero/storage/9FNGTXDL/jmri.html","","","contrast enhanced MRI; deep learning; gadolinium deposition; image quality; low dose; machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQKG47LB","journalArticle","2018","Brown, Andrew D; Marotta, Thomas R","Using machine learning for sequence-level automated MRI protocol selection in neuroradiology","Journal of the American Medical Informatics Association","","1527-974X","10.1093/jamia/ocx125","https://doi.org/10.1093/jamia/ocx125","Incorrect imaging protocol selection can lead to important clinical findings being missed, contributing to both wasted health care resources and patient harm. We present a machine learning method for analyzing the unstructured text of clinical indications and patient demographics from magnetic resonance imaging (MRI) orders to automatically protocol MRI procedures at the sequence level. We compared 3 machine learning models – support vector machine, gradient boosting machine, and random forest – to a baseline model that predicted the most common protocol for all observations in our test set. The gradient boosting machine model significantly outperformed the baseline and demonstrated the best performance of the 3 models in terms of accuracy (95%), precision (86%), recall (80%), and Hamming loss (0.0487). This demonstrates the feasibility of automating sequence selection by applying machine learning to MRI orders. Automated sequence selection has important safety, quality, and financial implications and may facilitate improvements in the quality and safety of medical imaging service delivery.","2018-05-01","2023-02-03 01:07:34","2023-02-03 01:07:34","2023-02-03 01:07:34","568-571","","5","25","","Journal of the American Medical Informatics Association","","","","","","","","","","","","","Silverchair","","","","/Users/mgdwyer/Zotero/storage/CBCWQVTC/Brown and Marotta - 2018 - Using machine learning for sequence-level automate.pdf; /Users/mgdwyer/Zotero/storage/7N3I4AUE/4569611.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5EZD7TJQ","bookSection","2022","Tschuchnig, Maximilian E.; Gadermayr, Michael","Anomaly Detection in Medical Imaging -- A Mini Review","","","","","http://arxiv.org/abs/2108.11986","The increasing digitization of medical imaging enables machine learning based improvements in detecting, visualizing and segmenting lesions, easing the workload for medical experts. However, supervised machine learning requires reliable labelled data, which is is often difficult or impossible to collect or at least time consuming and thereby costly. Therefore methods requiring only partly labeled data (semi-supervised) or no labeling at all (unsupervised methods) have been applied more regularly. Anomaly detection is one possible methodology that is able to leverage semi-supervised and unsupervised methods to handle medical imaging tasks like classification and segmentation. This paper uses a semi-exhaustive literature review of relevant anomaly detection papers in medical imaging to cluster into applications, highlight important results, establish lessons learned and give further advice on how to approach anomaly detection in medical imaging. The qualitative analysis is based on google scholar and 4 different search terms, resulting in 120 different analysed papers. The main results showed that the current research is mostly motivated by reducing the need for labelled data. Also, the successful and substantial amount of research in the brain MRI domain shows the potential for applications in further domains like OCT and chest X-ray.","2022","2023-02-03 01:14:44","2023-02-03 01:14:44","2023-02-03 01:14:44","33-38","","","","","","","","","","","","","","","","","","arXiv.org","","DOI: 10.1007/978-3-658-36295-9_5 arXiv:2108.11986 [cs, eess]","","/Users/mgdwyer/Zotero/storage/DYNKVFML/Tschuchnig and Gadermayr - 2022 - Anomaly Detection in Medical Imaging -- A Mini Rev.pdf; /Users/mgdwyer/Zotero/storage/8NYVK8TB/2108.html","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning; Electrical Engineering and Systems Science - Image and Video Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JMQKKIUG","journalArticle","2020","Lopatina, Alina; Ropele, Stefan; Sibgatulin, Renat; Reichenbach, Jürgen R.; Güllmar, Daniel","Investigation of Deep-Learning-Driven Identification of Multiple Sclerosis Patients Based on Susceptibility-Weighted Images Using Relevance Analysis","Frontiers in Neuroscience","","1662-453X","","https://www.frontiersin.org/articles/10.3389/fnins.2020.609468","The diagnosis of multiple sclerosis (MS) is usually based on clinical symptoms and signs of damage to the central nervous system, which is assessed using magnetic resonance imaging. The correct interpretation of these data requires excellent clinical expertise and experience. Deep neural networks aim to assist clinicians in identifying MS using imaging data. However, before such networks can be integrated into clinical workflow, it is crucial to understand their classification strategy. In this study, we propose to use a convolutional neural network to identify MS patients in combination with attribution algorithms to investigate the classification decisions. The network was trained using images acquired with susceptibility-weighted imaging (SWI), which is known to be sensitive to the presence of paramagnetic iron components and is routinely applied in imaging protocols for MS patients. Different attribution algorithms were used to the trained network resulting in heatmaps visualizing the contribution of each input voxel to the classification decision. Based on the quantitative image perturbation method, we selected DeepLIFT heatmaps for further investigation. Single-subject analysis revealed veins and adjacent voxels as signs for MS, while the population-based study revealed relevant brain areas common to most subjects in a class. This pattern was found to be stable across different echo times and also for a multi-echo trained network. Intensity analysis of the relevant voxels revealed a group difference, which was found to be primarily based on the T1w magnitude images, which are part of the SWI calculation. This difference was not observed in the phase mask data.","2020","2023-02-03 02:14:46","2023-02-03 02:14:46","2023-02-03 02:14:46","","","","14","","","","","","","","","","","","","","","Frontiers","","","","/Users/mgdwyer/Zotero/storage/N3WDCAT9/Lopatina et al. - 2020 - Investigation of Deep-Learning-Driven Identificati.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEQ5N8HJ","journalArticle","2021","Kamel Boulos, Maged N.; Zhang, Peng","Digital Twins: From Personalised Medicine to Precision Public Health","Journal of Personalized Medicine","","2075-4426","10.3390/jpm11080745","https://www.mdpi.com/2075-4426/11/8/745","A digital twin is a virtual model of a physical entity, with dynamic, bi-directional links between the physical entity and its corresponding twin in the digital domain. Digital twins are increasingly used today in different industry sectors. Applied to medicine and public health, digital twin technology can drive a much-needed radical transformation of traditional electronic health/medical records (focusing on individuals) and their aggregates (covering populations) to make them ready for a new era of precision (and accuracy) medicine and public health. Digital twins enable learning and discovering new knowledge, new hypothesis generation and testing, and in silico experiments and comparisons. They are poised to play a key role in formulating highly personalised treatments and interventions in the future. This paper provides an overview of the technology’s history and main concepts. A number of application examples of digital twins for personalised medicine, public health, and smart healthy cities are presented, followed by a brief discussion of the key technical and other challenges involved in such applications, including ethical issues that arise when digital twins are applied to model humans.","2021-08","2023-02-03 16:03:45","2023-02-03 16:03:45","2023-02-03 16:03:45","745","","8","11","","","Digital Twins","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 8 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/mgdwyer/Zotero/storage/WZ2YFSM7/Kamel Boulos and Zhang - 2021 - Digital Twins From Personalised Medicine to Preci.pdf","","","digital twins; human digital twins; personalised medicine; precision medicine; precision public health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
